Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version
pbmm2	pbmm2	A minimap2 SMRT wrapper for PacBio data.	pbmm2	pbmm2	pbmm2 is a SMRT C++ wrapper for minimap2's C API. Its purpose is to support native PacBio in- and output, provide sets of recommended parameters, generate sorted output on-the-fly, and postprocess alignments. Sorted output can be used directly for polishing using GenomicConsensus, if BAM has been used as input to pbmm2. Benchmarks show that pbmm2 outperforms BLASR in sequence identity, number of mapped bases, and especially runtime. pbmm2 is the official replacement for BLASR.	Pairwise sequence alignment, Sorting	Mapping	To update	https://github.com/PacificBiosciences/pbmm2	Next Gen Mappers	pbmm2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pbmm2	1.10.0	pbmm2	1.13.1
pe_histogram	pe_histogram	Contains a tool that produces an insert size histogram for a paired-end BAM file.						To update	https://github.com/seqcode/cegr-tools/tree/master/src/org/seqcode/cegrtools/pehistogram	Graphics	pe_histogram	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pe_histogram	1.0.1	openjdk	
pear	iuc_pear	PEAR evaluates all possible paired-end read overlaps	pear	PEAR	Paired-end read merger. PEAR evaluates all possible paired-end read overlaps without requiring the target fragment size as input. In addition, it implements a statistical test for minimizing false-positive results.	Sequence merging	Sequence assembly	Up-to-date			pear	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pear	0.9.6	pear	0.9.6
pharokka	pharokka	rapid standardised annotation tool for bacteriophage genomes and metagenomes	"
                pharokka
            "					To update	https://github.com/gbouras13/pharokka	Genome annotation	pharokka	iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pharokka	1.3.2	"
                pharokka
            "	
phyloseq	phyloseq_from_dada2, phyloseq_plot_ordination, phyloseq_plot_richness	Handling and analysis of high-throughput microbiome census data						To update	https://www.bioconductor.org/packages/release/bioc/html/phyloseq.html	Metagenomics	phyloseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/phyloseq	1.38.0	bioconductor-phyloseq	1.46.0
phyml	phyml	PhyML is a phylogeny software based on the maximum-likelihood principle.	phyml	PhyML	Phylogenetic estimation software using Maximum Likelihood	Phylogenetic tree generation (maximum likelihood and Bayesian methods)	Phylogenetics, Bioinformatics, Phylogenetics	Up-to-date	http://www.atgc-montpellier.fr/phyml/	Phylogenetics	phyml	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/phyml	3.3.20220408	phyml	3.3.20220408
picard	picard_AddCommentsToBam, picard_AddOrReplaceReadGroups, picard_BedToIntervalList, picard_CleanSam, picard_CASM, picard_CollectBaseDistributionByCycle, picard_CollectGcBiasMetrics, picard_CollectHsMetrics, picard_CollectInsertSizeMetrics, picard_CollectRnaSeqMetrics, picard_artifact_metrics, picard_CollectWgsMetrics, picard_DownsampleSam, picard_EstimateLibraryComplexity, picard_FastqToSam, picard_FilterSamReads, picard_FixMateInformation, picard_MarkDuplicates, picard_MarkDuplicatesWithMateCigar, picard_MeanQualityByCycle, picard_MergeBamAlignment, picard_MergeSamFiles, picard_NormalizeFasta, picard_QualityScoreDistribution, picard_ReorderSam, picard_ReplaceSamHeader, picard_RevertOriginalBaseQualitiesAndAddMateCigar, picard_RevertSam, picard_SamToFastq, picard_SortSam, picard_ValidateSamFile	Picard SAM/BAM manipulation tools.	picard_fastqtosam	picard_fastqtosam	Create an unaligned BAM file.	Formatting	Sequencing	To update	http://broadinstitute.github.io/picard/	SAM	picard	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/picard	2.18.2	picard	3.1.1
pick_value	pick_value	Compose a text parameter value using text, integer and float values						To update		Text Manipulation	pick_value	iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pick_value	0.1.0		
picrust	picrust_categorize, picrust_compare_biom, picrust_format_tree_and_trait_table, picrust_metagenome_contributions, picrust_normalize_by_copy_number, picrust_predict_metagenomes	PICRUSt wrappers						To update	https://picrust.github.io/picrust/	Metagenomics	picrust	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/picrust	1.1.1	picrust	1.1.4
picrust2	picrust2_add_descriptions, picrust2_hsp, picrust2_metagenome_pipeline, picrust2_pathway_pipeline, picrust2_pipeline, picrust2_place_seqs, picrust2_shuffle_predictions	PICRUSt2: Phylogenetic Investigation of Communities by Reconstruction of Unobserved States	picrust2	PICRUSt2	PICRUSt2 (Phylogenetic Investigation of Communities by Reconstruction of Unobserved States) is a software for predicting functional abundances based only on marker gene sequences.	Phylogenetic reconstruction, Expression analysis, Rarefaction, Pathway analysis	Metagenomics, Microbiology, Phylogenetics, Metagenomic sequencing	To update	https://github.com/picrust/picrust2/wiki	Metagenomics	picrust2	iuc	https://github.com/picrust/picrust2	2.5.1	picrust2	2.5.2
pilon	pilon	pilon is a tool for assembly improvement and variant analysis in bacteria	pilon	pilon	Read alignment analysis to diagnose, report, and automatically improve de novo genome assemblies.	Sequence assembly, Analysis, Read alignment	Assembly	To update		Variant Analysis	pilon	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pilon	1.20.1	pilon	1.24
pipelign	pipelign	Multipe sequence alignment						Up-to-date	https://github.com/asmmhossain/pipelign/	Next Gen Mappers	pipelign	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pipelign	0.2	pipelign	0.2
pizzly	pizzly	Pizzly is a program for detecting gene fusions from RNA-Seq data of cancer samples.						To update	https://github.com/pmelsted/pizzly/	Transcriptomics		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pizzly/	0.37.3.1	pizzly	0.37.3
plasflow	PlasFlow	PlasFlow - Prediction of plasmid sequences in metagenomic contigs.						Up-to-date	https://github.com/smaegol/PlasFlow	Sequence Analysis	plasflow	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/plasflow	1.1.0	plasflow	1.1.0
plasmidfinder	plasmidfinder	"""PlasmidFinder provides the detection of replicons in the WGSand assigns the plasmids under study to lineages that trace backthe information to the existing knowledge on Inc groups and suggestspossible reference plasmids for each lineage"""	PlasmidFinder	PlasmidFinder	PlasmidFinder is a tool for the identification and typing of Plasmid Replicons in Whole-Genome Sequencing (WGS).	Genome assembly, Scaffolding, Multilocus sequence typing	Whole genome sequencing, Sequence assembly, Mapping, Probes and primers	Up-to-date	https://bitbucket.org/genomicepidemiology/plasmidfinder/src/master/	Sequence Analysis	plasmidfinder	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/plasmidfinder	2.1.6	plasmidfinder	2.1.6
plink	plink	PLINK is a free, open-source whole genome association analysis toolset, designed to perform a range of basic, large-scale analyses in a computationally efficient manner.	plink	PLINK	Free, open-source whole genome association analysis toolset, designed to perform a range of basic, large-scale analyses in a computationally efficient manner.	Genetic variation analysis	GWAS study	To update	https://www.cog-genomics.org/plink	Genome-Wide Association Study	plink	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/plink	1.90b6.21	plink	1.90b6.12
polypolish	polypolish	"""Polypolish is a tool for polishing genome assemblies with short reads.Polypolish uses SAM files where each read has been aligned to all possible locations (not just a single best location).This allows it to repair errors in repeat regions that other alignment-based polishers cannot fix."""	Polypolish	Polypolish	Polypolish is a tool for polishing genome assemblies with short reads. Unlike other tools in this category, Polypolish uses SAM files where each read has been aligned to all possible locations (not just a single best location). This allows it to repair errors in repeat regions that other alignment-based polishers cannot fix.	Genome assembly, Read mapping, Mapping assembly, Sequencing error detection	Sequence assembly, Sequence composition, complexity and repeats, Mapping	Up-to-date	https://github.com/rrwick/Polypolish	Sequence Analysis	polypolish	iuc	https://github.com/mesocentre-clermont-auvergne/galaxy-tools/tree/master/tools/polypolish	0.5.0	polypolish	0.5.0
porechop	porechop	Porechop - Finding and removing adapters from Oxford Nanopore reads						To update	https://github.com/rrwick/Porechop	Fasta Manipulation, Fastq Manipulation	porechop	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/porechop		porechop	0.2.4
poretools	poretools_events, poretools_extract, poretools_hist, poretools_nucdist, poretools_occupancy, poretools_qualdist, poretools_qualpos, poretools_squiggle, poretools_stats, poretools_tabular, poretools_times, poretools_winner, poretools_yield_plot	A flexible toolkit for exploring datasets generated by nanopore sequencing devices from MinION for the purposes of quality control and downstream analysis.	poretools	Poretools	Flexible toolkit for exploring datasets generated by nanopore sequencing devices from MinION for the purposes of quality control and downstream analysis.	Nucleic acid sequence analysis	DNA, Sequencing	Up-to-date	https://poretools.readthedocs.io/en/latest/	Fasta Manipulation, Fastq Manipulation		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/poretools	0.6.1a1	poretools	0.6.1a1
presto	presto_alignsets, presto_assemblepairs, presto_buildconsensus, presto_collapseseq, presto_filterseq, presto_maskprimers, presto_pairseq, presto_parseheaders, presto_parselog, presto_partition, prestor_abseq3	pRESTO toolkit for immune repertoire analysis.	presto	pRESTO	Integrated collection of platform-independent Python modules for processing raw reads from high-throughput (next-generation) sequencing of lymphocyte repertoires.	Nucleic acid sequence analysis	Sequencing, DNA, Immunology	To update	https://presto.readthedocs.io/	Sequence Analysis	presto	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/presto	0.6.2	presto	0.7.1
pretext	pretext_map, pretext_snapshot	Process genome contacts maps processing images.						Up-to-date	https://github.com/wtsi-hpag/PretextSnapshot	Sequence Analysis	suite_pretext	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pretext	0.1.9	pretextmap	0.1.9
prinseq	prinseq	PRINSEQ is a tool for easy and rapid quality control and data processing of metagenomic and metatranscriptomic datasets	prinseq	PRINSEQ	PRINSEQ is a sequence processing tool that can be used to filter, reformat and trim genomic and metagenomic sequence data. It generates summary statistics of the input in graphical and tabular formats that can be used for quality control steps. PRINSEQ is available as both standalone and web-based versions.	Read pre-processing, Sequence trimming, Sequence contamination filtering	Transcriptomics, Metagenomics, Genomics	To update	http://prinseq.sourceforge.net/manual.html	Fastq Manipulation, Metagenomics	prinseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/prinseq/	@TOOL_VERSION+galaxy2	prinseq	0.20.4
progressivemauve	progressivemauve, xmfa2gff3	Mauve/ProgressiveMauve Multiple Sequence Aligner						To update		Sequence Analysis	progressivemauve	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/progressivemauve		progressivemauve	snapshot_2015_02_13
prokka	prokka	Rapid annotation of prokaryotic genomes	prokka	Prokka	Software tool to annotate bacterial, archaeal and viral genomes quickly and produce standards-compliant output files.	Gene prediction, Coding region prediction, Genome annotation	Genomics, Model organisms, Virology	Up-to-date	http://github.com/tseemann/prokka	Sequence Analysis	prokka	crs4	https://github.com/galaxyproject/tools-iuc/tree/master/tools/prokka/	1.14.6	prokka	1.14.6
prot-scriber	prot_scriber	Protein annotation of short human readable descriptions						Up-to-date	https://github.com/usadellab/prot-scriber	Proteomics	prot_scriber	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/prot-scriber	0.1.4	prot-scriber	0.1.4
proteinortho	proteinortho, proteinortho_grab_proteins, proteinortho_summary	Proteinortho is a tool to detect orthologous proteins/genes within different species.	proteinortho	Proteinortho	Proteinortho is a tool to detect orthologous genes within different species	Homology-based gene prediction	Phylogeny	To update	https://gitlab.com/paulklemm_PHD/proteinortho	Proteomics	proteinortho	iuc	https://gitlab.com/paulklemm_PHD/proteinortho	6.2.3	proteinortho	6.3.0
psiclass	psiclass	PsiCLASS is a reference-based transcriptome assembler for single or multiple RNA-seq samples.	psiclass					Up-to-date	https://github.com/splicebox/PsiCLASS	Transcriptomics	psiclass	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/psiclass	1.0.3	psiclass	1.0.3
pureclip	pureclip	PureCLIP is an HMM based peak caller specifically designed for eCLIP/iCLIP data						To update	https://github.com/skrakau/PureCLIP	Sequence Analysis, RNA, CLIP-seq	pureclip	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pureclip	1.0.4	pureclip	1.3.1
purge_dups	purge_dups	Purge haplotigs and overlaps in an assembly based on read depth	purge_dups	purge_dups	Identifying and removing haplotypic duplication in primary genome assemblies | haplotypic duplication identification tool | scripts/pd_config.py: script to generate a configuration file used by run_purge_dups.py | purge haplotigs and overlaps in an assembly based on read depth | Given a primary assembly pri_asm and an alternative assembly hap_asm (optional, if you have one), follow the steps shown below to build your own purge_dups pipeline, steps with same number can be run simultaneously. Among all the steps, although step 4 is optional, we highly recommend our users to do so, because assemblers may produce overrepresented seqeuences. In such a case, The final step 4 can be applied to remove those seqeuences	Genome assembly, Read binning, Scaffolding	Sequence assembly	Up-to-date	https://github.com/dfguan/purge_dups	Assembly	purge_dups	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/purge_dups	1.2.6	purge_dups	1.2.6
pycoqc	pycoqc	QC metrics for ONT Basecalling						Up-to-date	https://github.com/tleonardi/pycoQC	Nanopore	pycoqc	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pycoqc	2.5.2	pycoqc	2.5.2
pyega3	pyega3	EGA python client uses the EGA REST API to download authorized datasets and files.						To update	https://github.com/EGA-archive/ega-download-client	Data Source	ega_download_client	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pyega3	5.0.2	pyega3	5.1.0
